word1,type,len,pos1,stemmed1,priorpolarity
look,weaksubj,1,anypos,y,neutral
looking,weaksubj,1,anypos,y,neutral
loophole,strongsubj,1,noun,n,negative
loopholes,strongsubj,1,adj,n,negative
loopholes,strongsubj,1,noun,n,negative
loot,strongsubj,1,verb,n,negative
lorn,strongsubj,1,adj,n,negative
losing,strongsubj,1,adj,n,negative
losing,strongsubj,1,noun,n,negative
lose,weaksubj,1,verb,y,negative
loser,weaksubj,1,noun,n,negative
loss,weaksubj,1,noun,n,negative
lost,weaksubj,1,adj,n,negative
lousy,strongsubj,1,adj,n,negative
lovable,strongsubj,1,adj,n,positive
lovably,strongsubj,1,adverb,n,positive
love,strongsubj,1,noun,n,positive
love,strongsubj,1,verb,y,positive
loveless,strongsubj,1,adj,n,negative
loveliness,strongsubj,1,noun,n,positive
lovelorn,strongsubj,1,adj,n,negative
lover,strongsubj,1,noun,n,positive
lovely,strongsubj,1,adj,n,positive
lovely,strongsubj,1,anypos,y,positive
low,weaksubj,1,adj,n,negative
low,weaksubj,1,cost,adj,n positive
low,strongsubj,1,rated,adj,n negative
low,weaksubj,1,risk,adj,n positive
lower,weaksubj,1,priced,adj,n positive
lowly,strongsubj,1,adj,n,negative
loyal,weaksubj,1,adj,n,positive
loyalty,strongsubj,1,adj,n,positive
loyalty,strongsubj,1,noun,n,positive
lucid,strongsubj,1,adj,n,positive
lucidly,strongsubj,1,adj,n,positive
luck,strongsubj,1,noun,n,positive
luckier,strongsubj,1,adj,n,positive
luckier,strongsubj,1,noun,n,positive
luckiest,strongsubj,1,anypos,y,positive
luckily,strongsubj,1,adj,n,positive
luckiness,strongsubj,1,noun,n,positive
lucky,strongsubj,1,adj,n,positive
lucky,strongsubj,1,noun,n,positive
lucrative,weaksubj,1,adj,n,positive
lucrative,weaksubj,1,noun,n,positive
ludicrous,strongsubj,1,adj,n,negative
ludicrously,strongsubj,1,anypos,n,negative
lugubrious,strongsubj,1,adj,1,negative
lukewarm,strongsubj,1,adj,n,negative
lull,weaksubj,1,verb,y,negative
luminous,weaksubj,1,adj,n,positive
lunatic,strongsubj,1,adj,n,negative
lunatic,strongsubj,1,noun,n,negative
lunaticism,strongsubj,1,noun,n,negative
lurch,strongsubj,1,verb,y,negative
lure,strongsubj,1,verb,y,negative
lurid,strongsubj,1,adj,n,negative
lurk,strongsubj,1,verb,y,negative
lurking,strongsubj,1,adj,n,negative
lush,strongsubj,1,adj,n,positive
lust,strongsubj,1,verb,y,both
lure,strongsubj,1,verb,y,negative
luster,strongsubj,1,noun,n,positive
lustrous,strongsubj,1,adj,n,positive
luxuriant,strongsubj,1,adj,n,positive
luxuriate,weaksubj,1,verb,y,positive
luxurious,strongsubj,1,anypos,n,positive
luxuriously,strongsubj,1,anypos,n,positive
luxury,strongsubj,1,adj,n,positive
luxury,strongsubj,1,noun,n,positive
lying,strongsubj,1,anypos,n,negative
lyrical,strongsubj,1,adj,n,positive
macabre,strongsubj,1,adj,n,negative
mad,strongsubj,1,adj,n,negative
madden,strongsubj,1,verb,y,negative
maddening,strongsubj,1,anypos,n,negative
maddeningly,strongsubj,1,anypos,n,negative
madder,strongsubj,1,adj,n,negative
madder,strongsubj,1,noun,n,negative
madly,strongsubj,1,anypos,n,negative
madman,strongsubj,1,noun,n,negative
madness,strongsubj,1,noun,n,negative
magic,strongsubj,1,adj,n,positive
magical,strongsubj,1,adj,n,positive
magnanimous,strongsubj,1,anypos,n,positive
magnanimously,strongsubj,1,anypos,n,positive
magnetic,weaksubj,1,adj,n,positive
magnificence,strongsubj,1,anypos,n,positive
magnificent,strongsubj,1,adj,n,positive
magnificent,strongsubj,1,anypos,n,positive
magnificently,strongsubj,1,anypos,n,positive
magnify,weaksubj,1,verb,n,positive
majestic,strongsubj,1,adj,n,positive
majesty,strongsubj,1,noun,n,positive
major,weaksubj,1,adj,n,neutral
maladjusted,strongsubj,1,adj,n,negative
maladjustment,strongsubj,1,noun,n,negative
malady,weaksubj,1,noun,n,negative
malaise,weaksubj,1,noun,n,negative
malcontent,strongsubj,1,adj,n,negative
malcontent,strongsubj,1,noun,n,negative
malcontented,strongsubj,1,adj,n,negative
maledict,strongsubj,1,noun,n,negative
maledict,strongsubj,1,verb,y,negative
malevolence,strongsubj,1,noun,n,negative
malevolent,strongsubj,1,adj,n,negative
malevolently,strongsubj,1,anypos,n,negative
malice,strongsubj,1,noun,n,negative
malicious,strongsubj,1,adj,n,negative
maliciously,strongsubj,1,anypos,n,negative
maliciousness,strongsubj,1,noun,n,negative
malign,strongsubj,1,adj,n,negative
malign,strongsubj,1,verb,y,negative
malignant,weaksubj,1,adj,n,negative
malodorous,strongsubj,1,adj,n,negative
maltreatment,strongsubj,1,adj,n,negative
maltreatment,strongsubj,1,noun,n,negative
manageable,weaksubj,1,adj,n,positive
maneuver,weaksubj,1,adj,n,negative
maneuver,weaksubj,1,noun,n,negative
mangle,strongsubj,1,verb,y,negative
mania,strongsubj,1,noun,n,negative
maniac,strongsubj,1,noun,n,negative
maniacal,strongsubj,1,adj,n,negative
manic,strongsubj,1,adj,n,negative
manifest,strongsubj,1,adj,n,positive
manipulate,weaksubj,1,verb,y,negative
manipulation,weaksubj,1,adj,n,negative
manipulation,weaksubj,1,noun,n,negative
manipulative,strongsubj,1,adj,n,negative
manipulators,strongsubj,1,adj,n,negative
manipulators,strongsubj,1,noun,n,negative
manly,strongsubj,1,adj,n,positive
mannerly,strongsubj,1,adj,n,positive
mantra,strongsubj,1,adj,n,neutral
mantra,strongsubj,1,noun,n,neutral
mar,strongsubj,1,noun,n,negative
mar,strongsubj,1,verb,y,negative
marginal,weaksubj,1,adj,n,negative
marginally,weaksubj,1,adverb,n,negative
martyrdom,strongsubj,1,noun,n,negative
martyrdom,strongsubj,1,seeking,adj,n negative
marvel,strongsubj,1,noun,n,positive
marvel,strongsubj,1,verb,y,positive
marvellous,strongsubj,1,adj,n,positive
marvelous,strongsubj,1,adj,n,positive
marvelous,strongsubj,1,anypos,y,positive
marvelously,strongsubj,1,anypos,n,positive
marvelousness,strongsubj,1,noun,n,positive
marvels,strongsubj,1,noun,n,positive
massacre,strongsubj,1,noun,n,negative
massacre,strongsubj,1,verb,y,negative
massacres,strongsubj,1,noun,n,negative
massive,weaksubj,1,adj,n,neutral
master,strongsubj,1,adj,n,positive
master,strongsubj,1,noun,n,positive
masterful,strongsubj,1,adj,n,positive
masterfully,strongsubj,1,adverb,n,positive
masterpiece,strongsubj,1,noun,n,positive
masterpieces,strongsubj,1,noun,n,positive
masters,strongsubj,1,adj,n,positive
masters,strongsubj,1,noun,n,positive
mastery,strongsubj,1,noun,n,positive
matchless,strongsubj,1,adj,n,positive
matter,weaksubj,1,verb,y,neutral
mature,weaksubj,1,adj,n,positive
maturely,weaksubj,1,adverb,n,positive
maturity,weaksubj,1,noun,n,positive
maverick,strongsubj,1,adj,n,negative
mawkish,strongsubj,1,anypos,n,negative
mawkishly,strongsubj,1,anypos,n,negative
mawkishness,strongsubj,1,anypos,n,negative
maxi,strongsubj,1,devaluation,adj,n negative
maxi,strongsubj,1,devaluation,noun,n negative
maximize,strongsubj,1,verb,y,positive
maybe,strongsubj,1,anypos,y,neutral
meager,strongsubj,1,adj,n,negative
mean,strongsubj,1,adj,n,negative
mean,weaksubj,1,verb,y,neutral
meaningful,strongsubj,1,adj,n,positive
meaningless,strongsubj,1,adj,n,negative
meanness,strongsubj,1,noun,n,negative
meddle,strongsubj,1,verb,y,negative
meddlesome,strongsubj,1,anypos,y,negative
mediocre,strongsubj,1,adj,n,negative
mediocrity,strongsubj,1,noun,n,negative
meek,strongsubj,1,adj,n,positive
melancholy,strongsubj,1,adj,n,negative
mellow,strongsubj,1,adj,n,positive
melodramatic,strongsubj,1,adj,n,negative
melodramatically,strongsubj,1,adverb,n,negative
memorable,strongsubj,1,adj,n,positive
memorialize,strongsubj,1,verb,y,positive
memories,weaksubj,1,adj,n,neutral
memories,weaksubj,1,noun,n,neutral
menace,strongsubj,1,noun,n,negative
menace,strongsubj,1,verb,y,negative
menacing,strongsubj,1,anypos,n,negative
menacingly,strongsubj,1,anypos,n,negative
mend,weaksubj,1,verb,y,positive
mendacious,strongsubj,1,adj,n,negative
mendacity,strongsubj,1,noun,n,negative
menial,weaksubj,1,adj,n,negative
mentality,strongsubj,1,noun,n,neutral
mentor,weaksubj,1,noun,n,positive
merciful,strongsubj,1,anypos,y,positive
mercifully,strongsubj,1,anypos,n,positive
merciless,strongsubj,1,adj,n,negative
mercilessly,strongsubj,1,adverb,n,negative
mercy,strongsubj,1,adj,n,positive
mercy,strongsubj,1,noun,n,positive
mere,strongsubj,1,adj,n,negative
mere,strongsubj,1,anypos,y,negative
merely,strongsubj,1,anypos,y,negative
merit,strongsubj,1,noun,n,positive
merit,strongsubj,1,verb,y,positive
meritorious,strongsubj,1,adj,n,positive
merrily,strongsubj,1,adj,n,positive
merriment,strongsubj,1,noun,n,positive
merriness,strongsubj,1,noun,n,positive
merry,strongsubj,1,adj,n,positive
mesmerize,strongsubj,1,verb,y,positive
mesmerizing,strongsubj,1,anypos,n,positive
mesmerizing,strongsubj,1,anypos,n,positive
mesmerizingly,strongsubj,1,anypos,n,positive
mess,strongsubj,1,adj,n,negative
mess,strongsubj,1,noun,n,negative
messy,weaksubj,1,adj,n,negative
metaphorize,strongsubj,1,verb,y,neutral
meticulous,weaksubj,1,adj,n,positive
meticulously,weaksubj,1,adj,n,positive
midget,strongsubj,1,adj,n,negative
midget,strongsubj,1,noun,n,negative
miff,weaksubj,1,verb,y,negative
might,weaksubj,1,anypos,y,neutral
might,strongsubj,1,noun,n,positive
mightily,strongsubj,1,anypos,n,positive
mighty,strongsubj,1,anypos,n,positive
mild,weaksubj,1,adj,n,positive
militancy,strongsubj,1,adj,n,negative
militancy,strongsubj,1,noun,n,negative
mind,weaksubj,1,verb,y,negative
mindful,strongsubj,1,adj,n,positive
mindless,strongsubj,1,anypos,n,negative
mindlessly,strongsubj,1,anypos,n,negative
minister,weaksubj,1,verb,y,positive
minor,weaksubj,1,adj,n,neutral
miracle,strongsubj,1,noun,n,positive
miracles,strongsubj,1,noun,n,positive
miraculous,strongsubj,1,adj,n,positive
miraculously,strongsubj,1,anypos,n,positive
miraculousness,strongsubj,1,noun,n,positive
mirage,strongsubj,1,adj,n,negative
mirage,strongsubj,1,noun,n,negative
mire,strongsubj,1,noun,n,negative
mire,strongsubj,1,verb,y,negative
mirth,strongsubj,1,noun,n,positive
misapprehend,weaksubj,1,verb,y,negative
misbecoming,strongsubj,1,adj,n,negative
misbecome,strongsubj,1,verb,y,negative
misbegotten,strongsubj,1,adj,n,negative
misbehave,strongsubj,1,verb,y,negative
misbehavior,strongsubj,1,noun,n,negative
miscalculate,weaksubj,1,verb,y,negative
miscalculation,weaksubj,1,adj,n,negative
miscalculation,weaksubj,1,noun,n,negative
mischief,strongsubj,1,adj,n,negative
mischief,strongsubj,1,noun,n,negative
mischievous,strongsubj,1,anypos,n,negative
mischievously,strongsubj,1,anypos,n,negative
misconception,strongsubj,1,anypos,n,negative
misconceptions,strongsubj,1,adj,n,negative
misconceptions,strongsubj,1,noun,n,negative
miscreant,strongsubj,1,noun,n,negative
miscreants,strongsubj,1,noun,n,negative
misdirection,strongsubj,1,noun,n,negative
miser,strongsubj,1,noun,n,negative
miserly,strongsubj,1,anypos,n,negative
miserable,strongsubj,1,adj,n,negative
miserableness,strongsubj,1,noun,n,negative
miserably,strongsubj,1,anypos,n,negative
miseries,strongsubj,1,noun,n,negative
misery,strongsubj,1,anypos,n,negative
misery,strongsubj,1,noun,n,negative
misfit,strongsubj,1,noun,n,negative
misfortune,strongsubj,1,noun,n,negative
misgiving,strongsubj,1,noun,n,negative
misgivings,strongsubj,1,noun,n,negative
misguidance,strongsubj,1,noun,n,negative
misguide,strongsubj,1,verb,y,negative
misguided,strongsubj,1,adj,n,negative
mishandle,strongsubj,1,verb,y,negative
mishap,strongsubj,1,noun,n,negative
misinform,strongsubj,1,verb,y,negative
misinformed,strongsubj,1,adj,n,negative
misinterpret,strongsubj,1,verb,y,negative
misjudge,strongsubj,1,verb,y,negative
misjudgment,strongsubj,1,noun,n,negative
mislead,strongsubj,1,noun,n,negative
mislead,strongsubj,1,verb,y,negative
misleading,strongsubj,1,anypos,n,negative
misleadingly,strongsubj,1,anypos,y,negative
mislike,strongsubj,1,verb,y,negative
mismanage,strongsubj,1,verb,y,negative
misread,strongsubj,1,verb,y,negative
misreading,strongsubj,1,adj,n,negative
misreading,strongsubj,1,noun,n,negative
misrepresent,strongsubj,1,verb,y,negative
misrepresentation,strongsubj,1,anypos,y,negative
miss,weaksubj,1,verb,y,negative
misstatement,strongsubj,1,noun,n,negative
mistake,strongsubj,1,adj,n,negative
mistake,strongsubj,1,noun,n,negative
mistaken,strongsubj,1,verb,y,negative
mistakenly,strongsubj,1,adverb,n,negative
mistakes,strongsubj,1,adj,n,negative
mistakes,strongsubj,1,noun,n,negative
mistrust,strongsubj,1,adj,n,negative
mistrust,strongsubj,1,noun,n,negative
mistrustful,strongsubj,1,anypos,y,negative
mistrustfully,strongsubj,1,anypos,y,negative
misunderstand,strongsubj,1,verb,n,negative
misunderstood,strongsubj,1,verb,n,negative
misunderstanding,strongsubj,1,adj,n,negative
misunderstanding,strongsubj,1,noun,n,negative
misunderstanding,strongsubj,1,verb,n,negative
misunderstandings,strongsubj,1,adj,n,negative
misunderstandings,strongsubj,1,noun,n,negative
misuse,strongsubj,1,verb,y,negative
mm,strongsubj,1,anypos,n,neutral
moan,strongsubj,1,verb,y,negative
mock,strongsubj,1,adj,n,negative
mock,strongsubj,1,verb,y,negative
mockeries,strongsubj,1,noun,n,negative
mockery,strongsubj,1,noun,n,negative
mocking,strongsubj,1,adj,n,negative
mockingly,strongsubj,1,anypos,n,negative
moderate,strongsubj,1,adj,n,positive
moderation,strongsubj,1,adj,n,positive
moderation,strongsubj,1,noun,n,positive
modern,weaksubj,1,adj,n,positive
modest,weaksubj,1,adj,n,positive
modesty,weaksubj,1,noun,n,positive
molest,strongsubj,1,verb,y,negative
molestation,strongsubj,1,noun,n,negative
mollify,strongsubj,1,verb,y,positive
momentous,strongsubj,1,adj,n,positive
monotonous,strongsubj,1,adj,n,negative
monotony,strongsubj,1,noun,n,negative
monster,strongsubj,1,noun,n,negative
monstrosities,strongsubj,1,noun,n,negative
monstrosity,strongsubj,1,noun,n,negative
monstrous,strongsubj,1,adj,n,negative
monstrously,strongsubj,1,anypos,n,negative
monumental,strongsubj,1,adj,n,positive
monumentally,strongsubj,1,adj,n,positive
moody,strongsubj,1,adj,n,negative
moon,weaksubj,1,verb,y,negative
moot,weaksubj,1,adj,n,negative
mope,weaksubj,1,verb,y,negative
moral,strongsubj,1,adj,n,positive
moral,strongsubj,1,noun,n,positive
morality,strongsubj,1,noun,n,positive
moralize,strongsubj,1,verb,y,positive
morbid,strongsubj,1,adj,n,negative
morbidly,strongsubj,1,adj,n,negative
mordant,strongsubj,1,adj,n,negative
mordantly,strongsubj,1,adj,n,negative
moreover,strongsubj,1,anypos,y,neutral
moribund,strongsubj,1,adj,n,negative
mortification,strongsubj,1,noun,n,negative
mortified,strongsubj,1,adj,n,negative
mortify,strongsubj,1,verb,y,negative
mortifying,strongsubj,1,adj,n,negative
mortifying,strongsubj,1,anypos,n,negative
most,weaksubj,1,anypos,n,neutral
mostly,weaksubj,1,anypos,n,neutral
motionless,weaksubj,1,adj,n,negative
motivate,strongsubj,1,verb,y,positive
motivated,strongsubj,1,adj,n,positive
motivation,strongsubj,1,adj,n,positive
motivation,strongsubj,1,noun,n,positive
motive,weaksubj,1,adj,n,neutral
motive,weaksubj,1,noun,n,neutral
motley,strongsubj,1,adj,n,negative
mourn,strongsubj,1,verb,y,negative
mourner,strongsubj,1,noun,n,negative
mournful,strongsubj,1,anypos,n,negative
mournfully,strongsubj,1,anypos,n,negative
move,weaksubj,1,verb,y,neutral
moving,strongsubj,1,adj,n,positive
much,weaksubj,1,anypos,y,neutral
muddle,weaksubj,1,verb,y,negative
muddy,weaksubj,1,adj,n,negative
mudslinger,strongsubj,1,noun,n,negative
mudslinging,strongsubj,1,noun,n,negative
mulish,strongsubj,1,adj,n,negative
multi,strongsubj,1,polarization,adj,n negative
multi,strongsubj,1,polarization,noun,n negative
mum,strongsubj,1,adj,n,neutral
mundane,strongsubj,1,adj,n,negative
murder,weaksubj,1,noun,n,negative
murder,weaksubj,1,verb,y,negative
murderous,weaksubj,1,adj,n,negative
murderously,weaksubj,1,adverb,n,negative
murky,weaksubj,1,adj,n,negative
muscle,strongsubj,1,flexing,anypos,n negative
must,strongsubj,1,anypos,y,neutral
myriad,weaksubj,1,noun,n,positive
mysterious,strongsubj,1,adj,n,negative
mysteriously,strongsubj,1,adverb,n,negative
mystery,strongsubj,1,noun,n,negative
mystify,weaksubj,1,verb,y,negative
mistified,weaksubj,1,adj,n,negative
myth,strongsubj,1,adj,n,negative
myth,strongsubj,1,noun,n,negative
nag,strongsubj,1,verb,y,negative
nagging,strongsubj,1,anypos,y,negative
naive,strongsubj,1,adj,n,negative
naively,strongsubj,1,adverb,n,negative
nap,weaksubj,1,adj,n,neutral
nap,weaksubj,1,noun,n,neutral
narrow,weaksubj,1,adj,n,negative
narrower,strongsubj,1,adj,n,negative
narrower,strongsubj,1,noun,n,negative
nascent,weaksubj,1,adj,n,neutral
nastily,strongsubj,1,anypos,n,negative
nastiness,strongsubj,1,noun,n,negative
nasty,strongsubj,1,adj,n,negative
nationalism,strongsubj,1,adj,n,negative
nationalism,strongsubj,1,noun,n,negative
natural,weaksubj,1,adj,n,positive
naturally,weaksubj,1,adverb,n,positive
nature,weaksubj,1,adj,n,neutral
nature,weaksubj,1,noun,n,neutral
naughty,strongsubj,1,adj,n,negative
nauseate,weaksubj,1,verb,y,negative
nauseating,strongsubj,1,adj,n,negative
nauseatingly,strongsubj,1,adverb,n,negative
navigable,weaksubj,1,adj,n,positive
neat,weaksubj,1,adj,n,positive
neatly,weaksubj,1,adverb,n,positive
nebulous,strongsubj,1,adj,n,negative
nebulous,strongsubj,1,noun,n,negative
nebulously,strongsubj,1,anypos,n,negative
necessarily,weaksubj,1,adj,n,positive
necessary,weaksubj,1,adj,n,positive
need,weaksubj,1,adj,n,negative
need,weaksubj,1,noun,n,negative
need,strongsubj,1,verb,y,neutral
needful,strongsubj,1,adj,n,neutral
needful,strongsubj,1,noun,n,neutral
needfully,strongsubj,1,anypos,y,neutral
needless,weaksubj,1,adj,n,negative
needlessly,weaksubj,1,adverb,n,negative
needs,weaksubj,1,adj,n,neutral
needs,weaksubj,1,noun,n,neutral
needy,weaksubj,1,adj,n,negative
nefarious,strongsubj,1,adj,n,negative
nefariously,strongsubj,1,anypos,n,negative
negate,weaksubj,1,verb,y,negative
negation,weaksubj,1,noun,n,negative
negative,weaksubj,1,adj,n,negative
neglect,strongsubj,1,noun,n,negative
neglect,strongsubj,1,verb,y,negative
neglected,strongsubj,1,adj,n,negative
negligent,strongsubj,1,adj,n,negative
negligence,strongsubj,1,noun,n,negative
negligible,weaksubj,1,adj,n,negative
nemesis,strongsubj,1,noun,n,negative
nettle,weaksubj,1,verb,y,negative
nettlesome,strongsubj,1,adj,n,negative
nevertheless,strongsubj,1,anypos,y,neutral
nervous,strongsubj,1,adj,n,negative
nervously,strongsubj,1,adverb,n,negative
nervousness,strongsubj,1,noun,n,negative
neurotic,strongsubj,1,adj,n,negative
neurotically,strongsubj,1,adverb,n,negative
neutralize,weaksubj,1,verb,y,positive
nice,strongsubj,1,adj,n,positive
nicely,strongsubj,1,anypos,y,positive
nifty,strongsubj,1,adj,n,positive
niggle,weaksubj,1,verb,y,negative
nightmare,strongsubj,1,noun,n,negative
nightmarish,strongsubj,1,adj,n,negative
nightmarishly,strongsubj,1,adverb,n,negative
nimble,strongsubj,1,adj,n,positive
nix,strongsubj,1,verb,y,negative
noble,strongsubj,1,adj,n,positive
nobly,strongsubj,1,adverb,n,positive
noisy,weaksubj,1,adj,n,negative
non,strongsubj,1,confidence,adj,n negative
non,strongsubj,1,confidence,noun,n negative
non,weaksubj,1,violence,noun,n positive
non,weaksubj,1,violent,adj,n positive
nonexistent,weaksubj,1,adj,n,negative
nonsense,strongsubj,1,anypos,n,negative
nonviolent,weaksubj,1,adj,n,neutral
normal,weaksubj,1,adj,n,positive
nosey,strongsubj,1,adj,n,negative
notable,strongsubj,1,adj,n,positive
notable,strongsubj,1,noun,n,positive
notably,strongsubj,1,anypos,y,positive
noteworthy,strongsubj,1,adj,n,positive
noteworthy,strongsubj,1,noun,n,positive
noticeable,weaksubj,1,adj,n,positive
notion,weaksubj,1,adj,n,neutral
notion,weaksubj,1,noun,n,neutral
notorious,strongsubj,1,adj,n,negative
notoriously,strongsubj,1,adverb,n,negative
novel,strongsubj,1,adj,n,positive
nourish,weaksubj,1,verb,y,positive
nourishing,weaksubj,1,adj,n,positive
nourishment,weaksubj,1,noun,n,positive
nuance,strongsubj,1,adj,n,neutral
nuance,strongsubj,1,noun,n,neutral
nuances,strongsubj,1,adj,n,neutral
nuances,strongsubj,1,noun,n,neutral
nuisance,strongsubj,1,adj,n,negative
nuisance,strongsubj,1,noun,n,negative
numb,weaksubj,1,verb,y,negative
nurture,strongsubj,1,verb,y,positive
nurturing,strongsubj,1,adj,n,positive
nurturing,strongsubj,1,noun,n,positive
oasis,strongsubj,1,noun,n,positive
obedience,strongsubj,1,noun,n,positive
obedient,strongsubj,1,adj,n,positive
obediently,strongsubj,1,adverb,n,positive
obey,strongsubj,1,verb,y,positive
obese,strongsubj,1,adj,n,negative
obese,strongsubj,1,noun,n,negative
object,strongsubj,1,verb,y,negative
objection,strongsubj,1,adj,n,negative
objection,strongsubj,1,noun,n,negative
objectionable,strongsubj,1,adj,n,negative
objections,strongsubj,1,adj,n,negative
objections,strongsubj,1,noun,n,negative
objective,weaksubj,1,adj,n,positive
objectively,weaksubj,1,adverb,n,positive
obligation,weaksubj,1,adj,n,neutral
obligation,weaksubj,1,noun,n,neutral
obliged,strongsubj,1,anypos,y,positive
oblique,weaksubj,1,adj,n,negative
obliterate,strongsubj,1,verb,y,negative
obliterated,strongsubj,1,adj,n,negative
oblivious,strongsubj,1,adj,n,negative
oblivious,strongsubj,1,noun,n,negative
obnoxious,strongsubj,1,adj,n,negative
obnoxiously,strongsubj,1,anypos,n,negative
obscene,strongsubj,1,adj,n,negative
obscenely,strongsubj,1,anypos,n,negative
obscenity,strongsubj,1,noun,n,negative
obscure,weaksubj,1,adj,n,negative
obscure,strongsubj,1,verb,y,negative
obscurity,strongsubj,1,anypos,y,negative
obsess,strongsubj,1,verb,y,negative
obsession,strongsubj,1,noun,n,negative
obsessions,strongsubj,1,noun,n,negative
obsessive,strongsubj,1,adj,n,negative
obsessively,strongsubj,1,anypos,n,negative
obsessiveness,strongsubj,1,noun,n,negative
obsolete,weaksubj,1,adj,n,negative
obstacle,strongsubj,1,adj,n,negative
obstacle,strongsubj,1,noun,n,negative
obstinate,strongsubj,1,adj,n,negative
obstinately,strongsubj,1,anypos,n,negative
obstruct,weaksubj,1,verb,y,negative
obstruction,weaksubj,1,noun,n,negative
obtrusive,strongsubj,1,adj,n,negative
obtuse,strongsubj,1,adj,n,negative
obviate,strongsubj,1,verb,y,positive
obvious,weaksubj,1,adj,n,neutral
obvious,weaksubj,1,anypos,y,neutral
obvious,weaksubj,1,noun,n,neutral
obviously,strongsubj,1,anypos,n,negative
odd,weaksubj,1,adj,n,negative
odd,weaksubj,1,anypos,y,negative
odder,strongsubj,1,anypos,y,negative
oddest,strongsubj,1,anypos,y,negative
oddities,strongsubj,1,adj,n,negative
oddities,strongsubj,1,noun,n,negative
oddity,strongsubj,1,noun,n,negative
oddly,strongsubj,1,anypos,n,negative
offbeat,strongsubj,1,adj,n,positive
offence,weaksubj,1,adj,n,negative
offence,weaksubj,1,noun,n,negative
offend,strongsubj,1,adj,n,negative
offend,strongsubj,1,verb,y,negative
offending,strongsubj,1,anypos,n,negative
offenses,strongsubj,1,adj,n,negative
offenses,strongsubj,1,noun,n,negative
offensive,weaksubj,1,adj,n,negative
offensive,weaksubj,1,anypos,y,negative
offensive,weaksubj,1,noun,n,negative
offensively,strongsubj,1,anypos,n,negative
offensiveness,strongsubj,1,noun,n,negative
officious,strongsubj,1,adj,n,negative
offset,weaksubj,1,verb,y,positive
oh,strongsubj,1,anypos,y,neutral
okay,weaksubj,1,adj,n,positive
okay,strongsubj,1,anypos,y,positive
olympic,weaksubj,1,adj,n,neutral
ominous,strongsubj,1,adj,n,negative
ominously,strongsubj,1,anypos,n,negative
omission,weaksubj,1,noun,n,negative
omit,weaksubj,1,verb,y,negative
one,strongsubj,1,side,adj,n negative
one,strongsubj,1,sided,anypos,n negative
onerous,strongsubj,1,adj,n,negative
onerously,strongsubj,1,anypos,n,negative
onslaught,weaksubj,1,adj,n,negative
onslaught,weaksubj,1,noun,n,negative
onward,weaksubj,1,adj,n,positive
onward,weaksubj,1,noun,n,positive
open,weaksubj,1,adj,n,positive
openly,weaksubj,1,adj,n,positive
open,weaksubj,1,ended,adj,n neutral
openness,weaksubj,1,adj,n,positive
openness,weaksubj,1,noun,n,positive
opinion,strongsubj,1,adj,n,neutral
opinion,strongsubj,1,noun,n,neutral
opinionated,strongsubj,1,adj,n,negative
opinions,strongsubj,1,adj,n,neutral
opinions,strongsubj,1,noun,n,neutral
opponent,strongsubj,1,noun,n,negative
opportune,strongsubj,1,adj,n,positive
opportunity,strongsubj,1,noun,n,positive
opportunistic,weaksubj,1,adj,n,negative
oppose,strongsubj,1,verb,y,negative
opposition,strongsubj,1,adj,n,negative
opposition,strongsubj,1,noun,n,negative
oppositions,strongsubj,1,adj,n,negative
oppositions,strongsubj,1,noun,n,negative
oppress,strongsubj,1,verb,y,negative
oppression,strongsubj,1,adj,n,negative
oppression,strongsubj,1,noun,n,negative
oppressive,strongsubj,1,adj,n,negative
oppressively,strongsubj,1,anypos,n,negative
oppressiveness,strongsubj,1,noun,n,negative
oppressors,strongsubj,1,adj,n,negative
oppressors,strongsubj,1,noun,n,negative
optimal,strongsubj,1,adj,n,positive
optimism,strongsubj,1,noun,n,positive
optimistic,weaksubj,1,adj,n,positive
opulent,strongsubj,1,adj,n,positive
ordeal,strongsubj,1,noun,n,negative
orderly,weaksubj,1,adj,n,positive
original,weaksubj,1,adj,n,positive
originality,weaksubj,1,noun,n,positive
orphan,weaksubj,1,noun,n,negative
orthodoxy,strongsubj,1,noun,n,neutral
ostracize,strongsubj,1,verb,y,negative
ought,strongsubj,1,anypos,y,neutral
outbreak,weaksubj,1,noun,n,negative
outburst,strongsubj,1,adj,n,negative
outburst,strongsubj,1,noun,n,negative
outbursts,strongsubj,1,adj,n,negative
outbursts,strongsubj,1,noun,n,negative
outcast,strongsubj,1,noun,n,negative
outcry,strongsubj,1,noun,n,negative
outdated,weaksubj,1,adj,n,negative
outdo,strongsubj,1,verb,y,positive
outgoing,weaksubj,1,adj,n,positive
outlaw,strongsubj,1,noun,n,negative
outlook,weaksubj,1,adj,n,neutral
outlook,weaksubj,1,noun,n,neutral
outmoded,weaksubj,1,adj,n,negative
outrage,strongsubj,1,noun,n,negative
outrage,strongsubj,1,verb,y,negative
outraged,strongsubj,1,adj,n,negative
outrageous,strongsubj,1,adj,n,negative
outrageous,strongsubj,1,anypos,y,negative
outrageously,strongsubj,1,anypos,n,negative
outrageousness,strongsubj,1,noun,n,negative
outrages,strongsubj,1,noun,n,negative
outright,strongsubj,1,adj,n,neutral
outshine,strongsubj,1,verb,y,positive
outsider,weaksubj,1,noun,n,negative
outsmart,strongsubj,1,verb,y,positive
outspoken,weaksubj,1,adj,n,neutral
outspoken,weaksubj,1,noun,n,neutral
